dataset,video,video_id,qp,branch,beta,frame,actual_qp,actual_bytes,MSE,PSNR,SSIM,LPIPS,DISTS,stream_status,frame_type
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,10,1,613,0.005595530848950148,22.521587055907666,0.9536473751068115,0.21615630388259888,0.07201218605041504,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,11,2,383,0.005790832918137312,22.372589655065845,0.9482494592666626,0.22306475043296814,0.0727837085723877,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,12,1,991,0.005596762988716364,22.520630841727936,0.9461625218391418,0.23224490880966187,0.0769658088684082,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,13,2,621,0.005747426766902208,22.405265537573158,0.9409447312355042,0.24308739602565765,0.07769840955734253,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,14,1,1174,0.005229845643043518,22.815111289842957,0.9427881240844727,0.24291962385177612,0.08030688762664795,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,15,2,839,0.0050517236813902855,22.96560412457435,0.9422848224639893,0.24275556206703186,0.08065676689147949,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,16,1,1160,0.004604509565979242,23.36816620436005,0.9464746117591858,0.2469002902507782,0.083920419216156,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,17,3,2001,0.003903056262061,24.085951883737543,0.9543988108634949,0.22810466587543488,0.07780414819717407,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,18,1,907,0.0036729348357766867,24.349867767224033,0.9577269554138184,0.22655797004699707,0.08060896396636963,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,19,2,556,0.0037994468584656715,24.202796254363122,0.9573813080787659,0.23097504675388336,0.0838736891746521,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,20,1,1375,0.0036419271491467953,24.386687458118253,0.9615498781204224,0.2357644885778427,0.09052681922912598,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,21,2,932,0.0036966472398489714,24.32191990892025,0.9632863402366638,0.2337585985660553,0.08811134099960327,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,22,1,1254,0.003294037189334631,24.822715019994025,0.969709038734436,0.2220236361026764,0.09196662902832031,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,23,2,947,0.003290111431851983,24.827893928041625,0.9719960689544678,0.21520984172821045,0.09420126676559448,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,24,1,1429,0.0030208483804017305,25.19871071882406,0.9772008061408997,0.20939573645591736,0.10023164749145508,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,25,3,2355,0.0026269617956131697,25.80546243192245,0.9819613695144653,0.17337122559547424,0.09316623210906982,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,26,1,770,0.002677365904673934,25.72292271502092,0.9831609129905701,0.17175421118736267,0.103432297706604,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,27,2,626,0.0029260015580803156,25.337254469511375,0.9831013083457947,0.17388850450515747,0.11040914058685303,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,28,1,1397,0.0030026535969227552,25.224947675754066,0.984685480594635,0.14139766991138458,0.11549139022827148,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,29,2,874,0.003022110555320978,25.196896522777298,0.9852170944213867,0.1289220154285431,0.11199384927749634,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,30,1,669,0.0028207094874233007,25.49641640716649,0.9865213632583618,0.12582026422023773,0.10848033428192139,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,31,2,386,0.002865533111616969,25.427945688466245,0.9863234758377075,0.12103915959596634,0.10897541046142578,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,32,1,704,0.002861930290237069,25.43340948820156,0.9864778518676758,0.11989793926477432,0.1104629635810852,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,33,3,868,0.002684213686734438,25.7118291351215,0.9871270060539246,0.11320361495018005,0.10492885112762451,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,34,1,508,0.0026629792992025614,25.746322095569436,0.9874109625816345,0.11459259688854218,0.10546261072158813,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,35,2,181,0.002770016435533762,25.57517654097846,0.9867553114891052,0.11447754502296448,0.10613143444061279,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,36,1,816,0.002833742881193757,25.476395578798602,0.9865540266036987,0.11404365301132202,0.10744386911392212,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,37,2,325,0.0027971414383500814,25.53285572834074,0.9864932298660278,0.11137589812278748,0.10582637786865234,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,38,1,506,0.0027473964728415012,25.610786636436043,0.9868876338005066,0.11091290414333344,0.10558980703353882,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,39,2,204,0.0028278797399252653,25.485390635446503,0.9863515496253967,0.1140342503786087,0.10315430164337158,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,40,1,735,0.002846057992428541,25.457562548015915,0.9864630699157715,0.11410310119390488,0.11085736751556396,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,41,3,700,0.0027250200510025024,25.646302977881806,0.986792266368866,0.10905783623456955,0.1036955714225769,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,42,1,382,0.002738718409091234,25.624526189561976,0.98688805103302,0.1120142713189125,0.107211172580719,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,43,2,136,0.002829651115462184,25.482671079280163,0.9862191677093506,0.11191492527723312,0.10576820373535156,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,44,1,853,0.002844611182808876,25.459770869843716,0.9863489866256714,0.11225645244121552,0.1106768250465393,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,45,2,314,0.002862305147573352,25.432840683949358,0.9860248565673828,0.11133769899606705,0.10640907287597656,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,46,1,470,0.0028035538271069527,25.52291101205896,0.9865130186080933,0.1118379533290863,0.10563665628433228,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,47,2,183,0.002890112577006221,25.390852400737792,0.9858698844909668,0.11230568587779999,0.10327088832855225,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,48,1,743,0.0028499544132500887,25.451620867396564,0.9862691760063171,0.11269053816795349,0.10693252086639404,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,49,3,671,0.002752715954557061,25.602385999880074,0.9864850044250488,0.10635630041360855,0.0996549129486084,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,50,1,397,0.002737453207373619,25.626532956963423,0.986779510974884,0.10955841839313507,0.10219353437423706,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,51,2,150,0.00288383848965168,25.40029066080626,0.9859128594398499,0.11181433498859406,0.10407644510269165,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,52,1,936,0.0029018009081482887,25.37332387714505,0.9859864711761475,0.11178058385848999,0.10778099298477173,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,53,2,349,0.002908415626734495,25.36343530584929,0.98568195104599,0.11023219674825668,0.1045922040939331,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,54,1,440,0.0028869411908090115,25.395620629385625,0.986054539680481,0.11321225762367249,0.1050194501876831,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,55,2,173,0.0029699811711907387,25.27246303973658,0.9853987693786621,0.11352328211069107,0.10384446382522583,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,56,1,787,0.002948208013549447,25.304418776821755,0.9857333898544312,0.11448254436254501,0.10628938674926758,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,57,3,706,0.0028655347414314747,25.4279432183526,0.985899031162262,0.10961196571588516,0.09938055276870728,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,58,1,373,0.002867915667593479,25.424336234495936,0.9860636591911316,0.1121758222579956,0.10257738828659058,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,59,2,111,0.002978796837851405,25.259591158547238,0.9852945804595947,0.11295515298843384,0.10104924440383911,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,60,1,834,0.0030174623243510723,25.20358143742156,0.9853516817092896,0.11572804301977158,0.1069035530090332,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,61,2,346,0.00301697151735425,25.204287898960324,0.9850744605064392,0.11452717334032059,0.10286933183670044,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,62,1,444,0.002947503002360463,25.305457438552928,0.9857164621353149,0.11536508798599243,0.10526692867279053,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,63,2,154,0.0030619711615145206,25.139989039232212,0.9849538207054138,0.11685599386692047,0.10455322265625,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,0,3,7971,0.007518589496612549,21.238636263357993,0.9715078473091125,0.17397786676883698,0.055849432945251465,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,1,5,7146,0.005262201651930809,22.78832513406759,0.9783338904380798,0.14591661095619202,0.050594449043273926,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,2,3,1774,0.005041272845119238,22.974597969234782,0.9784203171730042,0.14086441695690155,0.04797846078872681,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,3,4,1378,0.005070102401077747,22.949832691136265,0.9772812724113464,0.14232024550437927,0.04722440242767334,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,4,3,2187,0.00482646469026804,23.163708666991603,0.9762992858886719,0.14585712552070618,0.04737436771392822,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,5,4,2586,0.004579960834234953,23.391382358713205,0.975468635559082,0.1466187834739685,0.04900944232940674,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,6,3,2023,0.004483984317630529,23.483359149839412,0.973629891872406,0.1496666669845581,0.04900205135345459,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,7,4,2045,0.004290883429348469,23.674532838076647,0.9724340438842773,0.15326611697673798,0.04949486255645752,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,8,3,1595,0.004176243674010038,23.79214169203465,0.9703875780105591,0.15947946906089783,0.052952587604522705,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,9,5,2776,0.003950213082134724,24.033794770572477,0.969463586807251,0.15741115808486938,0.05020737648010254,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,10,3,554,0.004025651607662439,23.951638130084042,0.9659178853034973,0.17211131751537323,0.057332396507263184,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,11,4,459,0.004233425483107567,23.733080802905814,0.9617071151733398,0.17781546711921692,0.05953824520111084,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,12,3,2527,0.0036692062858492136,24.354278711583113,0.9636030197143555,0.17672914266586304,0.05722171068191528,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,13,4,1840,0.003446964779868722,24.625631540700944,0.9636247754096985,0.17883053421974182,0.05613136291503906,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,14,3,793,0.0035823925863951445,24.458268225175605,0.9600862860679626,0.1922834813594818,0.06476390361785889,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,15,4,669,0.0037120331544429064,24.30388153485691,0.9571980237960815,0.19638092815876007,0.06441795825958252,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,16,3,3190,0.003041995922103524,25.168413724687944,0.9638702869415283,0.18620388209819794,0.06454694271087646,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,17,5,4081,0.0024361624382436275,26.132937572210693,0.9717100858688354,0.16366785764694214,0.05533939599990845,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,18,3,445,0.002583296736702323,25.878257046627006,0.9702420830726624,0.1740281581878662,0.0628475546836853,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,19,4,445,0.0028876347932964563,25.394577339851608,0.9677643179893494,0.18346409499645233,0.06598860025405884,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,20,3,3547,0.002386708976700902,26.2220053345167,0.9749312996864319,0.17287984490394592,0.06935793161392212,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,21,4,2614,0.0020658792927861214,26.84895057457434,0.979823648929596,0.1588582545518875,0.06364822387695312,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,22,3,531,0.0022353315725922585,26.50658047714738,0.979620635509491,0.16720737516880035,0.07180130481719971,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,23,4,620,0.0025409748777747154,25.949996287307204,0.9784799218177795,0.1702319085597992,0.07758563756942749,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,24,3,3397,0.0021081578452140093,26.760968750823395,0.9842442870140076,0.15546254813671112,0.08192980289459229,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,25,5,4496,0.001652432605624199,27.81876244158438,0.98897385597229,0.12239058315753937,0.07182633876800537,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,26,3,393,0.0018179561011493206,27.40416608055083,0.9886043071746826,0.12960918247699738,0.08550333976745605,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,27,4,664,0.0021588027011603117,26.65787047203876,0.9876856803894043,0.13433116674423218,0.09071749448776245,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,28,3,3021,0.002050012582913041,26.88243473250134,0.9896072745323181,0.10407890379428864,0.08910250663757324,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,29,4,1942,0.0019358920399099588,27.13118865921592,0.9906256198883057,0.09153331816196442,0.0850522518157959,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,30,3,277,0.0020005886908620596,26.988421905493286,0.9904108047485352,0.095753014087677,0.0877336859703064,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,31,4,332,0.0021153707057237625,26.746135141789228,0.9897895455360413,0.09376977384090424,0.08757591247558594,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,32,3,1812,0.0020185993053019047,26.949498805445835,0.9904289841651917,0.0914582908153534,0.08861112594604492,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,33,5,2190,0.0017901950050145388,27.4709965897039,0.9914855360984802,0.08135734498500824,0.07717055082321167,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,34,3,149,0.0019077889155596495,27.194696788347397,0.9909639954566956,0.0869881808757782,0.08312064409255981,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,35,4,144,0.0020454833284020424,26.89204055844172,0.990156888961792,0.0861419066786766,0.08414506912231445,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,36,3,1881,0.001991244265809655,27.008754618277543,0.9905861020088196,0.08726014196872711,0.08864343166351318,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,37,4,870,0.0018846546299755573,27.247682242583558,0.9909622073173523,0.08134474605321884,0.07901573181152344,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,38,3,164,0.0020699191372841597,26.8404662020358,0.9901490807533264,0.0856836810708046,0.08362960815429688,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,39,4,155,0.0022247619926929474,26.52716443464609,0.9893068075180054,0.08816221356391907,0.0849236249923706,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,40,3,1885,0.0020687568467110395,26.842905515465972,0.9901593327522278,0.08719898015260696,0.09241580963134766,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,41,5,1808,0.0018465378088876605,27.336417955011314,0.9911131262779236,0.07921165972948074,0.0800473690032959,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,42,3,103,0.0019789114594459534,27.03573636584033,0.9905675649642944,0.0853302851319313,0.08602142333984375,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,43,4,98,0.002125214086845517,26.725973140595904,0.9896965622901917,0.08492477238178253,0.08421844244003296,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,44,3,1864,0.0020442605018615723,26.89463762494132,0.9902332425117493,0.08599956333637238,0.0886889100074768,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,45,4,857,0.0019337412668392062,27.13601634648546,0.990654468536377,0.0823276937007904,0.07816082239151001,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,46,3,119,0.0020821141079068184,26.814954731557876,0.9900444746017456,0.08672729134559631,0.08363604545593262,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,47,4,125,0.0022371152881532907,26.50311634267856,0.989092230796814,0.08730771392583847,0.08125460147857666,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,48,3,1869,0.0020868205465376377,26.805148959270497,0.9899759888648987,0.08709804713726044,0.08723801374435425,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,49,5,1645,0.0018733650213107467,27.27377592995437,0.9909245371818542,0.07813392579555511,0.07743048667907715,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,50,3,109,0.002010821830481291,26.966264085016025,0.9903496503829956,0.08561957627534866,0.08229279518127441,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,51,4,121,0.0022213475313037634,26.53383490474365,0.9891649484634399,0.08757179230451584,0.08288496732711792,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,52,3,1949,0.0021144982893019915,26.747926618753244,0.9898508787155151,0.08923506736755371,0.08878439664840698,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,53,4,935,0.002012132667005062,26.963433881048,0.9901749491691589,0.08415725827217102,0.07950711250305176,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,54,3,125,0.0021831823978573084,26.609099788699744,0.989530622959137,0.09071557968854904,0.08739590644836426,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,55,4,132,0.0023255092091858387,26.334819363112807,0.9885973930358887,0.08940699696540833,0.08510512113571167,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,56,3,1912,0.002164300763979554,26.646823872529065,0.9895390868186951,0.09076827764511108,0.08724379539489746,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,57,5,1729,0.0019350690999999642,27.133035220079307,0.9905673861503601,0.08330310881137848,0.07693439722061157,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,58,3,97,0.002047775313258171,26.88717696898015,0.9901257753372192,0.08902762830257416,0.08571887016296387,BASELINE_VALIDATED,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,baseline,,59,4,102,0.00220879097469151,26.55845380929497,0.9891561269760132,0.08950746059417725,0.08091163635253906,BASELINE_VALIDATED,
